;signal_id;id_measurement;phase;target;number_of_peaks_p2;number_of_peaks_p3;number_of_peaks_p4;mean_width_of_peaks_p2;mean_width_of_peaks_p4;mean_width_of_peaks_p3;mean_width_of_peaks_overall;max_width_of_peaks_p2;max_width_of_peaks_p3;max_width_of_peaks_p4;max_width_of_peaks_overall;min_width_of_peaks_p2;min_width_of_peaks_p4;min_width_of_peaks_p3;min_width_of_peaks_overall;mean_height_of_peaks_p2;mean_height_of_peaks_p4;mean_height_of_peaks_p3;max_height_of_peaks_p2;max_height_of_peaks_p4;max_height_of_peaks_p3;min_height_of_peaks_p2;min_height_of_peaks_p4;min_height_of_peaks_p3;sum_spectrum_p1;max_spectrum_p1;mean_spectrum_p1;max_freq_spectrum_p1;sum_spectrum_p2;max_spectrum_p2;mean_spectrum_p2;max_freq_spectrum_p2;sum_spectrum_p3;max_spectrum_p3;mean_spectrum_p3;max_freq_spectrum_p3;sum_spectrum_p4;max_spectrum_p4;mean_spectrum_p4;max_freq_spectrum_p4
397;397;132;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.2778784770925995e-06;9.244914735972998e-07;1.0243370240914373e-07;0.0;2.3990747877178364e-07;1.0322358079406513e-08;7.497108711618239e-09;8750000.0;1.6309337524944567e-06;6.860356620563834e-07;5.096667976545177e-08;13437500.0;2.8664953788393177e-06;6.35118851732841e-07;8.957798058872868e-08;17343750.0
398;398;132;2;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.7948531169386115e-06;6.58278963783232e-07;8.733915990433161e-08;0.0;2.0160641156508063e-07;7.915097910426994e-09;6.30020036140877e-09;8437500.0;2.8610636491066543e-06;1.3095658459860715e-06;8.940823903458295e-08;13437500.0;1.2047690688632429e-05;6.810634204157395e-06;3.764903340197634e-07;17343750.0
399;399;133;0;0;1.0;0.0;1.0;0.012021492381336195;0.0;4.728367872012314e-08;0.006010769832507458;0.012021492381336195;0.0;4.728367872012314e-08;0.012021492381336195;0.012021492381336195;0.0;4.728367872012314e-08;4.728367872012314e-08;13.164788943781058;0.0;15.73872642055068;13.164788943781058;0.0;15.73872642055068;13.164788943781058;0.0;15.73872642055068;1.6785196521595935e-06;4.201145316073962e-07;5.24537391299873e-08;0.0;1.1830807125079446e-06;4.456433089217171e-07;3.697127226587327e-08;5781250.0;2.6062548386107665e-07;3.478567478509831e-08;8.144546370658645e-09;11718750.0;3.1367778774438193e-07;1.4011487969867176e-08;9.802430867011935e-09;18125000.0
400;400;133;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.728147703441209e-06;1.246487499884097e-06;1.1650461573253779e-07;0.0;1.7814259081205819e-06;4.765848586885113e-07;5.5669559628768184e-08;5781250.0;2.669928562681889e-07;3.7652466033932797e-08;8.343526758380904e-09;11718750.0;3.357542368576105e-07;2.131117504688973e-08;1.0492319901800329e-08;18125000.0
401;401;133;2;0;1.0;0.0;0.0;0.0002546223398221839;0.0;0.0;0.0002546223398221839;0.0002546223398221839;0.0;0.0;0.0002546223398221839;0.0002546223398221839;0.0;0.0;0.0002546223398221839;10.06481967633913;0.0;0.0;10.06481967633913;0.0;0.0;10.06481967633913;0.0;0.0;3.0132437132124323e-06;9.508246989753388e-07;9.416386603788851e-08;0.0;1.6956782928900793e-06;7.122164333850378e-07;5.298994665281498e-08;5781250.0;2.706099735405587e-07;3.817201488232058e-08;8.45656167314246e-09;11718750.0;3.003249844368838e-07;1.3374003238197929e-08;9.38515576365262e-09;17343750.0
402;402;134;0;0;207.0;200.0;196.0;2.4705419236212482e-05;3.154905423850824e-05;2.979991096189311e-05;2.8631202617128825e-05;0.00022222931726282187;0.00044431425582696103;0.0002220749058236077;0.00044431425582696103;7.954351824795594e-07;8.83494581413106e-07;8.103745959117077e-07;7.954351824795594e-07;11.518134059055301;11.471827059877018;11.369998093464496;16.35956569161082;16.615447202768753;16.479740870662315;10.005219523069062;10.005719497037584;10.000505743438893;3.19310711347498e-05;6.913225206517382e-06;9.978459729609312e-07;468750.0;4.084311058250023e-06;1.2009397778456332e-06;1.2763472057031322e-07;5781250.0;2.4793033048808866e-07;1.1508531905235486e-08;7.74782282775277e-09;14843750.0;3.16260354793485e-07;2.062571802241564e-08;9.883136087296407e-09;15625000.0
403;403;134;1;0;74.0;51.0;50.0;5.1607985730910785e-05;6.949792997861597e-05;6.292133674433915e-05;6.0054012629792975e-05;0.00041295163573153767;0.0005554645763225388;0.0005821041931039013;0.0005821041931039013;8.361695829371456e-07;1.0707568822923348e-06;4.700282557975152e-06;8.361695829371456e-07;11.343385778355895;11.273679802066159;11.053744531258484;14.033584432781014;14.726721500180776;13.644377653399602;10.028172295207355;10.014819297732512;10.059164908957467;2.262802081531845e-05;4.476170488487696e-06;7.071256504787016e-07;468750.0;4.29536385126994e-06;1.4956151517253602e-06;1.3423012035218562e-07;5781250.0;2.3161049966802238e-07;8.873474399706538e-09;7.2378281146256995e-09;12031250.0;2.512182391001261e-07;9.660511501863311e-09;7.85056997187894e-09;15312500.0
404;404;134;2;0;6.0;1.0;2.0;0.0001427582296161967;0.00037758284971525427;0.00011445226236452727;0.0001625596391268321;0.0003916139077272979;0.00037758284971525427;0.00017066209015687638;0.0003916139077272979;1.1244206530340307e-06;0.00037758284971525427;5.824243457217817e-05;1.1244206530340307e-06;10.777181746786496;10.371986595908254;10.2904459419847;11.469037328000898;10.371986595908254;10.440316113840794;10.31005776518021;10.371986595908254;10.140575770128605;1.3443077477859333e-05;2.738845068961382e-06;4.2009617118310416e-07;468750.0;4.930511749989819e-06;1.3998389931657584e-06;1.5407849218718184e-07;5781250.0;2.3750951072543103e-07;1.0288327523255703e-08;7.42217221016972e-09;14843750.0;2.6920977802546986e-07;1.1496687157830365e-08;8.412805563295933e-09;15000000.0
405;405;135;0;0;74.0;121.0;84.0;0.0001285584702884986;0.0001298337723020005;0.00012528136003909804;0.00012812490140923008;0.0034941829960945733;0.002981296595103221;0.0007541084614772233;0.0034941829960945733;4.037808933207998e-08;4.019735956680961e-08;4.377121767902281e-08;4.019735956680961e-08;50.501932780261924;54.07538529560446;51.036403758932856;258.21438250727647;268.78967861269257;262.2622244328022;10.099377030991818;10.024480730356398;10.04648003062204;1.0600111636449583e-05;2.263906026200857e-06;3.3125348863904946e-07;0.0;3.391979589650873e-06;8.688501225151413e-07;1.0599936217658978e-07;9531250.0;1.642357892706059e-05;2.7817425234388793e-06;5.132368414706434e-07;13125000.0;4.440264092409052e-05;5.7360584833077155e-06;1.3875825288778287e-06;15468750.0
406;406;135;1;0;87.0;99.0;67.0;0.0001533847931390475;0.00013671475138812833;0.00013029364123744798;0.0001407466851914263;0.003502710361562243;0.0029430582671865573;0.0007547401299465419;0.003502710361562243;4.028483844740549e-08;4.182327716844156e-08;4.032652654859703e-08;4.028483844740549e-08;23.33203838919692;28.96828152426387;27.439116386619656;166.96510463304102;169.61713081251781;161.21242157970707;10.043477458936819;10.17087521655734;10.066757901364834;8.675452590978239e-06;1.949772467924049e-06;2.7110789346806996e-07;0.0;1.7010852388921194e-06;2.4884829485927185e-07;5.315891371537873e-08;9531250.0;1.4269055554905208e-06;1.0878430600769207e-07;4.4590798609078774e-08;11093750.0;4.711741894425359e-06;2.0499359720815846e-07;1.4724193420079246e-07;18125000.0
407;407;135;2;0;73.0;104.0;63.0;0.00018898059437295862;1.1772677183386033e-05;3.8960997320407645e-06;6.36058170809029e-05;0.0010382655042803191;0.00044099233627379;4.874788163958292e-05;0.0010382655042803191;3.0820652053807864e-08;4.119064051046735e-08;3.99909381987527e-08;3.0820652053807864e-08;51.770315865088605;53.75323121586674;52.56988738347865;256.851242262459;272.7667431565108;256.9046606807456;10.048877796367044;10.043024064637645;10.298254595608999;5.294785296428017e-06;8.733482559364347e-07;1.6546204051337554e-07;2968750.0;1.9315589270263445e-06;2.9801864798173483e-07;6.036121646957326e-08;7187500.0;1.1332589565427043e-05;2.21499385588686e-06;3.541434239195951e-07;13125000.0;4.037021426483989e-05;4.6951640797487926e-06;1.2615691957762465e-06;15468750.0
408;408;136;0;1;26.0;71.0;15.0;0.000223240427653315;0.0002274062120771543;0.00010651589292745009;0.00021024848723549908;0.0038385466054047875;0.004753473521209628;0.0005153674506878859;0.004753473521209628;4.377470352264936e-08;4.195855750294868e-08;4.374299001065083e-08;4.195855750294868e-08;24.46308580171892;17.080684488381312;13.279369320700022;56.63685664677273;39.18391063976934;19.15060927704471;10.32538076355577;10.139193464928182;10.218736685027096;2.909995600930415e-06;4.93938557610818e-07;9.093736252907547e-08;468750.0;7.714940011283034e-07;1.9419674401888187e-07;2.410918753525948e-08;5781250.0;4.058794615957595e-07;1.6553402204522172e-08;1.2683733174867484e-08;14375000.0;5.676008640875807e-07;2.242180485723111e-08;1.7737527002736897e-08;19687500.0
409;409;136;1;1;14.0;6.0;1.0;0.0006977607050021863;0.0009500078976700854;0.0007421143791762093;0.0007719434112013014;0.0037862393978210663;0.004528066250880916;0.0007421143791762093;0.004528066250880916;2.2569234375478117e-07;0.00011854157394078211;0.0007421143791762093;2.2569234375478117e-07;19.362584506196757;13.298327879637732;14.876861801766568;54.90339846486302;16.96158589501425;14.876861801766568;10.932883296703565;10.406297706199648;14.876861801766568;2.888663857447682e-06;4.759476723847911e-07;9.027074554524006e-08;468750.0;7.585399544041138e-07;1.3784875818600995e-07;2.3704373575128557e-08;5781250.0;2.433001213830721e-07;8.559420727749512e-09;7.603128793221003e-09;10000000.0;3.161953827657271e-07;1.2451971898030934e-08;9.881105711428972e-09;19375000.0
410;410;136;2;1;23.0;44.0;8.0;0.00023413755194026371;0.00018047669580704167;0.0005714993831930951;0.00023864177834240878;0.004775169490615082;0.003787534715911205;0.003077193441190492;0.004775169490615082;4.301960886296001e-08;3.9500785889686084e-08;2.1473880019038915e-07;3.9500785889686084e-08;24.844281486694097;16.692965263838598;14.086710812881517;56.33611923164109;40.264055082367456;22.701159731838615;10.597940481398775;10.068533610606313;10.788380840488589;3.2801947327243397e-06;5.582950848292967e-07;1.0250608539763562e-07;468750.0;6.708099249408406e-07;1.6285117965253448e-07;2.0962810154401268e-08;5781250.0;3.2282747497447417e-07;1.7812320507459845e-08;1.0088358592952318e-08;14843750.0;6.41080418972706e-07;2.4863485492687687e-08;2.003376309289706e-08;16718750.0
411;411;137;0;0;4.0;0.0;0.0;0.00030228131478479247;0.0;0.0;0.00030228131478479247;0.0005405928582294066;0.0;0.0;0.0005405928582294066;3.534262050628604e-05;0.0;0.0;3.534262050628604e-05;15.136964411475102;0.0;0.0;17.61592534090643;0.0;0.0;10.108256007937378;0.0;0.0;1.950350451807026e-06;3.3433039448027557e-07;6.094845161896956e-08;0.0;3.206180281267734e-07;6.428673771097237e-08;1.001931337896167e-08;5937500.0;2.1234720293250575e-07;7.458250017577939e-09;6.635850091640805e-09;14531250.0;3.2381393566538463e-07;1.4399042846946486e-08;1.011918548954327e-08;18125000.0
412;412;137;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.41436213804991e-06;1.0264387810821063e-06;1.3794881681405968e-07;0.0;3.268579007453809e-07;4.104676776250926e-08;1.0214309398293153e-08;5937500.0;2.0532598909994704e-07;7.814502822611757e-09;6.416437159373345e-09;10000000.0;3.3572902680134575e-07;2.063279680442065e-08;1.0491532087542055e-08;18125000.0
413;413;137;2;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.54794497070543e-06;7.475453003280563e-07;1.1087328033454469e-07;0.0;3.0013467267053784e-07;4.538730991043849e-08;9.379208520954307e-09;5937500.0;2.0808086276247195e-07;7.570860383054878e-09;6.5025269613272485e-09;14843750.0;3.140062574402691e-07;1.285890594004968e-08;9.81269554500841e-09;17343750.0
414;414;138;0;0;6.0;2.0;15.0;0.0005298615473932388;0.0042474689806613255;5.746756423386764e-05;0.000545048726486526;0.0031568192303038597;0.00849489637863197;0.0006637644060471154;0.00849489637863197;4.3980176496552304e-08;4.1582690681389066e-08;3.622063235670794e-08;3.622063235670794e-08;27.82391206542398;34.99835019219077;27.52805840609617;64.21346782327348;58.79353503291286;88.35503706823361;13.639346044247464;11.203165351468684;10.21405177868089;2.6651584903447656e-06;5.528081032935006e-07;8.328620282327392e-08;0.0;8.706282415005262e-07;3.1392244181915885e-07;2.7207132546891444e-08;9687500.0;3.8695879993611015e-06;1.5632163012924138e-06;1.2092462498003442e-07;13593750.0;1.1931474546145182e-06;3.126149010768131e-07;3.7285857956703694e-08;15312500.0
415;415;138;1;0;8.0;6.0;21.0;0.00021939839491704952;0.0034695928312166472;6.459094058717462e-05;0.0006836901113990554;0.0017399327205503737;0.012315591976890557;0.00048330668010039665;0.012315591976890557;6.370007825433277e-07;7.441507028852356e-07;4.058360793278553e-08;4.058360793278553e-08;28.13447846297644;35.268945965050015;35.9026870931615;54.01102237049676;112.55425757121952;150.9050610778121;13.170522290539553;13.227037461557867;10.806597340507464;5.193804099690169e-06;1.806067984944093e-06;1.6230637811531778e-07;0.0;1.4508930235024309e-06;2.4165433387679514e-07;4.5340406984450965e-08;7187500.0;1.8836859680959606e-06;4.4754696659765614e-07;5.886518650299877e-08;13593750.0;1.528371512904414e-06;4.815004217562091e-07;4.776160977826294e-08;15312500.0
416;416;138;2;0;3.0;2.0;14.0;0.0024540629290671656;0.013844253637281922;0.00016368769879924512;0.0019653854655239354;0.005622418733340711;0.019193632788897082;0.0007553816650133202;0.019193632788897082;3.954968447360443e-08;0.008494874485666763;4.383639146981295e-08;3.954968447360443e-08;38.34238984491834;58.459913621502274;29.639371047389663;66.63753155826058;93.79783229357186;64.40894865592662;21.894026154682095;23.12199494943269;14.530473822449867;4.437064944795566e-06;1.366526248602895e-06;1.3865827952486143e-07;0.0;2.062298790406203e-06;1.0255844244966283e-06;6.444683720019384e-08;9687500.0;2.9946177164674737e-06;1.1890231235156534e-06;9.358180363960855e-08;11718750.0;1.7391737401339924e-06;5.86769772326079e-07;5.434917937918726e-08;15312500.0
417;417;139;0;0;1.0;0.0;0.0;0.008427964495335739;0.0;0.0;0.008427964495335739;0.008427964495335739;0.0;0.0;0.008427964495335739;0.008427964495335739;0.0;0.0;0.008427964495335739;14.935663213475587;0.0;0.0;14.935663213475587;0.0;0.0;14.935663213475587;0.0;0.0;3.734494384843856e-06;9.972034149541287e-07;1.167029495263705e-07;2968750.0;4.2942153299918573e-07;7.269121482522678e-08;1.3419422906224554e-08;7187500.0;2.902786491176812e-07;3.758020739041967e-08;9.071207784927537e-09;14843750.0;8.317904757859651e-06;3.62632476935687e-06;2.599345236831141e-07;15156250.0
418;418;139;1;0;1.0;0.0;0.0;5.055973443959374e-08;0.0;0.0;5.055973443959374e-08;5.055973443959374e-08;0.0;0.0;5.055973443959374e-08;5.055973443959374e-08;0.0;0.0;5.055973443959374e-08;52.73437868702008;0.0;0.0;52.73437868702008;0.0;0.0;52.73437868702008;0.0;0.0;5.66967491977266e-06;1.3379419669945491e-06;1.7717734124289564e-07;2812500.0;6.456536993937334e-07;1.390465627082449e-07;2.017667810605417e-08;9687500.0;3.1918213494464e-07;2.9252873900986742e-08;9.97444171702e-09;14843750.0;4.993852144252742e-06;2.4915620997489896e-06;1.5605787950789818e-07;15156250.0
419;419;139;2;0;1.0;0.0;0.0;1.2228776684642072e-07;0.0;0.0;1.2228776684642072e-07;1.2228776684642072e-07;0.0;0.0;1.2228776684642072e-07;1.2228776684642072e-07;0.0;0.0;1.2228776684642072e-07;43.517478655695385;0.0;0.0;43.517478655695385;0.0;0.0;43.517478655695385;0.0;0.0;4.888664989266545e-06;1.1961660675297026e-06;1.5277078091457952e-07;2812500.0;4.902061618849984e-07;1.421972228854429e-07;1.53189425589062e-08;7187500.0;3.3035729529728997e-07;9.026234693010338e-08;1.0323665478040311e-08;14843750.0;1.3919580851506907e-05;5.59767158847535e-06;4.3498690160959086e-07;15156250.0
420;420;140;0;0;9.0;6.0;13.0;0.0012982929865736782;0.0012451026026145896;0.00024440161373828127;0.0007975883383374391;0.010257188180414838;0.005598964867272985;0.001041667728682264;0.010257188180414838;4.164167550334241e-08;6.224552974599646e-08;4.001438554550987e-08;4.001438554550987e-08;24.023646626534905;34.17427751016284;30.457217486646627;81.32657815814754;96.38041259214103;83.00618488039572;10.069596463424269;10.735389797924443;11.579781239717441;3.4835209135053447e-06;9.534326181892538e-07;1.0886002854704202e-07;2812500.0;3.211820569504198e-07;3.3584864667091097e-08;1.0036939279700618e-08;9687500.0;1.5734350427010213e-06;4.024264796953503e-07;4.9169845084406916e-08;13593750.0;2.46977560891537e-06;7.514345838899317e-07;7.718048777860531e-08;15000000.0
421;421;140;1;0;5.0;10.0;8.0;0.0015868564033831656;0.0015059617187838106;0.0002941084429970069;0.0011020333369013036;0.005810464693994875;0.005598562153556697;0.0010420423034474661;0.005810464693994875;0.00020876524763285853;3.744829482180648e-07;3.845703074912308e-07;3.744829482180648e-07;13.634046416112602;30.991247923050015;17.03680490190539;23.759076050425428;85.81993325098625;32.82006384387957;10.282009759761545;11.079498361518244;10.438073881794569;5.426848929346306e-06;1.3192285450713825e-06;1.6958902904207207e-07;2812500.0;7.415383151965216e-07;1.4019538241427654e-07;2.31730723498913e-08;7343750.0;1.0633134479576256e-06;2.598490880245663e-07;3.32285452486758e-08;13593750.0;2.3708892058493802e-06;8.681557233103376e-07;7.409028768279313e-08;15156250.0
422;422;140;2;0;5.0;7.0;8.0;0.00031747344622611213;0.00029773185873093567;0.0011511358724307032;0.0006440288610846367;0.0008344713981959882;0.0008572877054361845;0.007497971016598224;0.007497971016598224;4.327937864145497e-08;3.630650261475239e-08;4.432949146430474e-08;3.630650261475239e-08;30.903402327750975;28.668316534402276;40.281706450586015;45.57171446301909;76.7994744480058;99.2904047693227;13.981750182034348;11.280965623122285;10.694309778130195;4.5073106775816996e-06;1.15886143703392e-06;1.408534586744281e-07;2812500.0;3.159615857839526e-07;3.077916232996358e-08;9.87379955574852e-09;9375000.0;1.326885922026122e-06;3.566446764580178e-07;4.146518506331631e-08;13593750.0;4.132382400712231e-06;1.3762985417997697e-06;1.2913695002225722e-07;15156250.0
423;423;141;0;0;2.0;3.0;1.0;0.00045135644207984623;0.0007641855076513976;0.003975016971155847;0.0011950477297116222;0.0009026441041309998;0.0015143234628525913;0.003975016971155847;0.003975016971155847;6.878002869270858e-08;8.120600389811444e-08;0.003975016971155847;6.878002869270858e-08;11.790923820235271;11.127406194824728;10.135598788310613;12.548412571994767;12.033326551994291;10.135598788310613;11.033435068475777;10.468603984048054;10.135598788310613;2.003192093980033e-06;2.830643950346712e-07;6.259975293687603e-08;468750.0;1.5507546322623966e-06;5.662354851665441e-07;4.8461082258199895e-08;9531250.0;2.4579671276114823e-07;1.1016455303547446e-08;7.681147273785882e-09;10781250.0;3.026591457455652e-07;1.3779582808126634e-08;9.458098304548912e-09;18125000.0
424;424;141;1;0;3.0;18.0;2.0;1.104271813542679e-06;0.0006208913034096802;0.0005121412052076994;0.0005305929864013161;2.9157790248944365e-06;0.0049190422332824136;0.0010241509577556688;0.0049190422332824136;1.3538496362816658e-07;1.1911057451507076e-07;1.314526597299846e-07;1.1911057451507076e-07;16.74152679199207;18.22792361640951;18.73876086689133;23.832824947296928;32.417667294582756;23.671679053222384;11.833462941552394;10.220997736186032;13.805842680560275;4.75010392619879e-06;9.062189860742365e-07;1.4844074769371218e-07;468750.0;4.39762334281113e-06;1.6191087297556805e-06;1.374257294628478e-07;9531250.0;2.817914150909928e-07;1.646751179862349e-08;8.805981721593525e-09;10156250.0;3.352352280217019e-07;2.1420119011850147e-08;1.0476100875678185e-08;18125000.0
425;425;141;2;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.6526550957205473e-06;6.461590942308248e-07;1.141454717412671e-07;0.0;1.874402869361802e-06;5.735000172535365e-07;5.857508966755631e-08;9531250.0;2.3631400836165994e-07;1.0551158169391783e-08;7.384812761301873e-09;10781250.0;2.9244876031953027e-07;1.1813392930548616e-08;9.13902375998532e-09;17343750.0
426;426;142;0;0;5.0;7.0;15.0;0.00042970719465323953;0.00029715460413278736;0.0006697057297243653;0.00052867422770597;0.001225469950138811;0.0006248718230233295;0.003279289802441315;0.003279289802441315;4.191462266026065e-08;4.279914517828729e-08;3.124026850768423e-05;4.191462266026065e-08;16.237555887723772;15.218715624342966;16.947011915637113;19.47226118772985;17.449819504352895;27.80973794134739;13.834914383471041;12.01410162621777;10.156510815671234;1.1709406635418418e-06;1.834605711792392e-07;3.6591895735682556e-08;3750000.0;2.9563520342890115e-07;3.2332632571296926e-08;9.238600107153161e-09;7187500.0;9.188588023789634e-07;2.8722618594656524e-07;2.8714337574342608e-08;14843750.0;1.4539542689817608e-06;6.209731395756535e-07;4.5436070905680026e-08;15000000.0
427;427;142;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.247842874363414e-06;1.876713042747724e-07;3.899508982385669e-08;468750.0;3.64799547014627e-07;5.326762320123635e-08;1.1399985844207094e-08;7187500.0;9.050280596056837e-07;3.193729583017557e-07;2.8282126862677615e-08;14843750.0;1.2413262311383733e-06;6.452425509451132e-07;3.8791444723074164e-08;15000000.0
428;428;142;2;0;5.0;15.0;10.0;0.0015253543196649011;0.00033055349677293115;0.000524814077039694;0.0005944404940105137;0.0029683456487811883;0.00121199337092622;0.00166919246277434;0.0029683456487811883;4.6168682462302965e-08;3.680602694803383e-08;3.830375758116134e-08;3.680602694803383e-08;18.28325767996791;15.24257110457774;12.672628975585209;21.31574336990022;19.807445779390136;16.877441536994436;15.250082170232524;10.341311620127758;10.045989158261065;1.4251047559810104e-06;2.3632645707039046e-07;4.4534523624406575e-08;3750000.0;3.695841428452695e-07;7.047723471487188e-08;1.1549504463914673e-08;7187500.0;9.248441301679122e-07;3.487876085728203e-07;2.8901379067747257e-08;14843750.0;1.4909655874362215e-06;7.322258852582308e-07;4.659267460738192e-08;15000000.0
429;429;143;0;0;2.0;5.0;3.0;0.00019169985291835547;7.880542044058384e-05;5.049129899975766e-05;9.289007050389031e-05;0.0003019271338792911;0.0001390565849544917;6.063484060334158e-05;0.0003019271338792911;8.147257195741986e-05;2.1897967629198685e-05;3.589543774107006e-05;2.1897967629198685e-05;10.818624552367272;10.453103192149124;10.397858291274606;11.404146205468273;11.04289183842955;10.641283922430492;10.233102899266271;10.005585701699015;10.041532383048054;1.4257881048251875e-05;3.0960172807681374e-06;4.455587827578711e-07;468750.0;1.529687324364204e-06;4.7300304117925407e-07;4.7802728886381374e-08;5781250.0;5.394293225435831e-07;1.3072350668608124e-07;1.6857166329486972e-08;13437500.0;3.2337112543245894e-07;2.283806033176461e-08;1.0105347669764342e-08;15625000.0
430;430;143;1;0;0.0;1.0;1.0;0.0;0.018889917353197172;0.0011139283767716843;0.010001922864984428;0.0;0.018889917353197172;0.0011139283767716843;0.018889917353197172;0.0;0.018889917353197172;0.0011139283767716843;0.0011139283767716843;0.0;15.005297571605617;12.151221288747342;0.0;15.005297571605617;12.151221288747342;0.0;15.005297571605617;12.151221288747342;1.0705171916924883e-05;2.338141939617344e-06;3.345366224039026e-07;468750.0;1.8984669623023365e-06;5.951316097707604e-07;5.9327092571948015e-08;5781250.0;2.9741713092334976e-07;2.8238476446063032e-08;9.29428534135468e-09;13437500.0;2.5651303303675377e-07;9.480934259897822e-09;8.016032282398555e-09;15312500.0
431;431;143;2;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.680400136043318e-06;1.1025016419807798e-06;1.7751250425135368e-07;468750.0;1.6190873566301889e-06;6.141133894743689e-07;5.05964798946934e-08;5781250.0;6.642092102993047e-07;1.9132248496589455e-07;2.075653782185327e-08;13437500.0;2.643974426064233e-07;9.866337080666199e-09;8.262420081450728e-09;15000000.0
432;432;144;0;1;44.0;155.0;48.0;0.00031772063917986167;6.197659127561098e-05;0.00016570289698444678;0.00012769157419792337;0.006058874851238659;0.000786973974030494;0.00233786667371208;0.006058874851238659;4.418912225592067e-08;3.550738677731715e-08;3.830382378946524e-08;3.550738677731715e-08;22.029340488609805;24.2954014857079;25.94097139325969;61.81996094937055;81.86418873440392;73.39817819396117;10.168800363637418;10.354731155915214;10.009620408538485;2.006091108341934e-06;2.169015971276167e-07;6.269034713568544e-08;3593750.0;1.385868017678149e-06;3.6979730566599756e-07;4.330837555244216e-08;9375000.0;1.6278083876386518e-06;3.604556013669935e-07;5.086901211370787e-08;11718750.0;1.3036315067438409e-06;5.5244914420882196e-08;4.073848458574503e-08;19375000.0
433;433;144;1;1;10.0;65.0;21.0;0.0008859632432108448;0.00019254698882850195;0.00032274078208760265;0.0002932577409354243;0.007333562326593773;0.0029013674024494104;0.0027903848764448133;0.007333562326593773;7.721202835958975e-05;5.989576340944041e-08;8.048392995260655e-08;5.989576340944041e-08;16.606185332166945;18.376469513872962;17.81013119509217;31.226472410489716;41.1425708425138;33.27221836614282;11.00143643270288;10.210647743440191;11.294985283642784;2.1128325897734612e-06;2.296729491035876e-07;6.602601843042066e-08;3593750.0;1.096015239454573e-06;1.9662205374970654e-07;3.425047623295541e-08;9375000.0;9.187525620291126e-07;3.373067158918275e-07;2.871101756340977e-08;11718750.0;4.188899254131684e-07;2.1608581590726317e-08;1.3090310169161512e-08;19687500.0
434;434;144;2;1;38.0;166.0;51.0;0.00025857896832676835;0.00011628000285162107;0.00012025736142790056;0.00013828081059846756;0.0031934451189844846;0.00908284265566166;0.002179541512764996;0.00908284265566166;3.915161101758713e-08;3.721077313821297e-08;4.1299612427246755e-08;3.721077313821297e-08;20.155119088782335;21.314272462358492;23.800887559114027;52.601772407984;68.11851616593039;65.85385702017649;10.041138084727574;10.094890526331255;10.146480347670796;2.2828889996162616e-06;2.643755863118713e-07;7.134028123800817e-08;3593750.0;1.28088254314207e-06;2.742162621416355e-07;4.002757947318969e-08;9375000.0;1.3163511312086484e-06;3.94731472397325e-07;4.1135972850270264e-08;11718750.0;1.5952650755934883e-06;6.23026963353368e-08;4.985203361229651e-08;16718750.0
435;435;145;0;1;27.0;2.0;22.0;0.0007654286244298239;0.0002235902337373198;0.0005585727443543472;0.0006549481118210888;0.009063580098449575;0.00022362201084236876;0.009891260110643035;0.009891260110643035;3.830375758843729e-08;0.00022355845663227082;3.830375757243019e-08;3.830375757243019e-08;23.120313461999686;17.36075024853017;21.538431915375487;72.29359416939545;23.00773742395919;92.5742845334332;10.104012713082522;11.713763073101152;10.925927901790953;3.2830587315402227e-06;8.730103786547261e-07;1.0259558536063196e-07;2812500.0;8.515284548593627e-07;3.8343111441463407e-07;2.6610264214355084e-08;9687500.0;1.9251856429036707e-06;6.661935003648978e-07;6.016205134073971e-08;11875000.0;1.928952769958414e-06;7.833998552086996e-07;6.027977406120044e-08;17500000.0
